timestamp,elapsed_time,stimulus_id,stimulus_type,paper_category,frame_index,face_detected,left_ear,right_ear,avg_ear,eye_open,blink_state,gaze_x,gaze_y,yaw_proxy,pitch_proxy,roll_proxy_deg,head_center_x,head_center_y,head_movement,head_acceleration,mouth_open,eyebrow_signal
1781866491.239557,10.744433164596558,dog_in_grass,nonsocial_movie,non_social,291,1,0.4007258497511184,0.47306965073676543,0.43689775024394195,1,0,0.5735023140907287,0.8597481369972229,0.13610225438286844,0.2711655533169839,3.5740774925005887,0.556283175945282,0.8880873322486877,0.000983919449029785,0.000983919449029785,0.002966396211987663,0.14076961380419087
1781866491.273025,10.77790117263794,dog_in_grass,nonsocial_movie,non_social,292,1,0.4067789911088112,0.4674117509426212,0.4370953710257162,1,0,0.573413097858429,0.859703278541565,0.13294375322010504,0.26955474386534073,3.5119724762256133,0.5564343184232712,0.8889260292053223,0.0008522069195452025,0.00013171252948458246,0.00425540515496503,0.13929187123568593
1781866491.308084,10.812960147857666,dog_in_grass,nonsocial_movie,non_social,293,1,0.40098994062420396,0.48305546474146394,0.44202270268283395,1,0,0.5735736906528472,0.8598994314670563,0.1335863061922573,0.27031637141501463,3.5314980714432616,0.5569131225347519,0.8886804282665253,0.0005381200593815485,0.00031408686016365394,0.003289485912784758,0.13765008570498477
1781866491.3407412,10.845617294311523,dog_in_grass,nonsocial_movie,non_social,294,1,0.42110946750655076,0.491052622037777,0.4560810447721639,1,0,0.5734653830528259,0.8599176049232482,0.1347244599839317,0.2737736135807284,3.9651846424191346,0.5561148077249527,0.8869859278202057,0.0018731359529201236,0.001335015893538575,0.0034802241295423353,0.13679940059329268
1781866491.3762639,10.881139993667603,dog_in_grass,nonsocial_movie,non_social,295,1,0.42705955697435816,0.4765401816426302,0.45179986930849414,1,0,0.5734000682830811,0.8603648781776428,0.13288264141146178,0.2666611070341653,3.7379058400308143,0.5568323135375977,0.8898055851459503,0.0029095157717057753,0.0010363798187856517,0.002024544728017661,0.13750942914337877
1781866491.412601,10.917477130889893,dog_in_grass,nonsocial_movie,non_social,296,1,0.41067349773105594,0.46734977669186756,0.43901163721146175,1,0,0.573344761133194,0.8602442383766175,0.13437585975484007,0.2763534241664411,3.780847240593445,0.5566152036190033,0.8870003819465637,0.002813592313502588,9.592345820318713e-05,0.002288195908551689,0.1388486642262979
1781866491.447066,10.951942205429077,dog_in_grass,nonsocial_movie,non_social,297,1,0.3997424745136286,0.49555762812144244,0.44765005131753555,1,0,0.5733360469341278,0.8604720890522003,0.13294322337548115,0.2750119662483869,3.7217423432883847,0.5565139800310135,0.886433869600296,0.0005754845377933841,0.002238107775709204,0.002826303323881684,0.13880124207156805
1781866491.4800708,10.984946966171265,dog_in_grass,nonsocial_movie,non_social,298,1,0.38975642066799526,0.46488848182741704,0.4273224512477062,1,0,0.573392677307129,0.8606439054012298,0.13694235006492872,0.27580203214768884,3.728762632450571,0.5560372024774551,0.8867221772670746,0.0005571697643451094,1.831477344827468e-05,0.0026886405468424615,0.13992581416264266
1781866491.5145721,11.019448280334473,dog_in_grass,nonsocial_movie,non_social,299,1,0.406653624972266,0.4709307655129158,0.4387921952425909,1,0,0.5732978582382202,0.8612355709075927,0.1331323130024113,0.2716936125382906,3.761012167607548,0.5567456632852554,0.8875236809253693,0.001069731195417239,0.0005125614310721296,0.0027492642114011804,0.14012350922113523
1781866491.549746,11.054622173309326,dog_in_grass,nonsocial_movie,non_social,300,1,0.3933169444850423,0.44331319777694633,0.4183150711309943,1,0,0.573576533794403,0.8612222254276276,0.143914300158038,0.273409322573437,3.5334253826904973,0.5560645163059235,0.8869485855102539,0.0008914572025284061,0.00017827399288883295,0.003392277730253464,0.1408820528416521
1781866491.583206,11.088082075119019,dog_in_grass,nonsocial_movie,non_social,301,1,0.42283789131117044,0.46665530134370087,0.44474659632743563,1,0,0.5734922468662262,0.862238770723343,0.13413520552137126,0.27242136600948663,3.041576579452126,0.5568313747644424,0.8882972896099091,0.0015514749897528872,0.0006600177872244812,0.00325609074420982,0.1397511644054214
1781866491.618241,11.123117208480835,dog_in_grass,nonsocial_movie,non_social,302,1,0.4050856258129765,0.4693685268557236,0.4372270763343501,1,0,0.5734131395816803,0.8618686556816102,0.13925207838021283,0.2746821957620235,3.2342480427912568,0.5560371279716492,0.8866599202156067,0.0018198369435915146,0.0002683619538386274,0.003592814266161681,0.14059042233707922
1781866491.652121,11.156997203826904,dog_in_grass,nonsocial_movie,non_social,303,1,0.40524791680384104,0.4797296330968932,0.4424887749503671,1,0,0.5731233954429626,0.861801552772522,0.13501670508082317,0.26915734546479647,3.2472464128840115,0.5564091205596924,0.8889385461807251,0.0023087907602186227,0.000488953816627108,0.003715479911969387,0.1413518621589703
1781866491.688104,11.19298005104065,dog_in_grass,nonsocial_movie,non_social,304,1,0.4079833986331146,0.4453774296173021,0.42668041412520835,1,0,0.5733225584030152,0.861982136964798,0.1389584366112412,0.2708055781120689,3.0628549623811816,0.5561505705118179,0.8884303867816925,0.0005701527006697825,0.00173863805954884,0.0032814625733211533,0.14127567504436758
1781866491.721568,11.226444244384766,dog_in_grass,nonsocial_movie,non_social,305,1,0.39907893392645455,0.45421014919363045,0.4266445415600425,1,0,0.5734916448593139,0.8624466538429261,0.13546683576461188,0.26883826345885137,3.14211653056564,0.5566578358411789,0.8900614380836487,0.0017081119588553393,0.0011379592581855567,0.004083170620683446,0.14191648684874064
1781866491.75574,11.260616064071655,dog_in_grass,nonsocial_movie,non_social,306,1,0.38801099548842255,0.46017342450182586,0.4240922099951242,1,0,0.5736416757106781,0.8624225795269013,0.13888067906555168,0.2695133988112555,3.53515380579915,0.5562268495559692,0.8898003995418549,0.0005038752805413899,0.0012042366783139493,0.004548971701033016,0.14196285361060576
1781866491.790724,11.295600175857544,dog_in_grass,nonsocial_movie,non_social,307,1,0.39636771083902905,0.4648055988420368,0.43058665484053293,1,0,0.5735270202159881,0.8629051923751831,0.13240139835442022,0.2680857416801098,3.391487504666244,0.5564936250448227,0.8900034129619598,0.0003352366480498828,0.00016863863249150712,0.003386319930338927,0.14203237138753103
1781866491.825168,11.330044031143188,dog_in_grass,nonsocial_movie,non_social,308,1,0.41488945620901907,0.4689112787078601,0.4419003674584396,1,0,0.5735759139060974,0.8629741370677948,0.1322342506194277,0.2710566312283605,3.1061965815825916,0.5560557246208191,0.8898467123508453,0.00046509339155291376,0.00012985674350303098,0.004558578862918388,0.14141405376570673
1781866491.8596082,11.364484310150146,dog_in_grass,nonsocial_movie,non_social,309,1,0.4062103711613257,0.4666668218980486,0.43643859652968714,1,0,0.5734381020069121,0.8630948603153229,0.13499515266016177,0.27359535039382943,2.8520237576005734,0.5563071966171265,0.8888928294181824,0.0009864739297885737,0.0005213805382356599,0.005852190026309607,0.14057302481698333
1781866491.894919,11.399795055389404,dog_in_grass,nonsocial_movie,non_social,310,1,0.4032212716111038,0.46621310035243635,0.4347171859817701,1,0,0.5734871208667756,0.8631571233272552,0.13346532789973584,0.2753074873230995,2.769704913050951,0.5558683276176453,0.8891594707965851,0.0005135208110506601,0.0004729531187379136,0.00605004777835985,0.14001262183944582
1781866491.926754,11.43163013458252,dog_in_grass,nonsocial_movie,non_social,311,1,0.3967057598040755,0.4529875819598797,0.4248466708819776,1,0,0.5734775543212891,0.8631233692169189,0.13456144819097016,0.2764825168915171,2.8832006961212655,0.5559077858924866,0.8884184062480927,0.0007421142907165606,0.00022859347966590056,0.00910923292494945,0.13983434190427377
1781866491.9618828,11.466758966445923,dog_in_grass,nonsocial_movie,non_social,312,1,0.4017453068506492,0.4288332379540046,0.4152892724023269,1,0,0.5735526800155639,0.8636518716812134,0.1367665474490934,0.2778044446205069,2.8970936195531207,0.555520087480545,0.8879387378692627,0.000616759120136331,0.00012535517058022958,0.0055425939569054795,0.14013825522149057
1781866491.997508,11.502384185791016,dog_in_grass,nonsocial_movie,non_social,313,1,0.3828305372903415,0.4509123993514913,0.41687146832091637,1,0,0.5730347454547882,0.8639542698860169,0.12966910346500993,0.27522111790545334,3.059574648477998,0.5561780333518982,0.8914174139499664,0.00354035027138431,0.0029235911512479787,0.0054960286818903645,0.1387985430566555
1781866492.0315268,11.536402940750122,dog_in_grass,nonsocial_movie,non_social,314,1,0.37996649766610746,0.44712703999611986,0.41354676883111363,1,0,0.5730852961540223,0.8643677651882171,0.13288241196887754,0.27980134513305677,2.9150091696948723,0.5561915934085846,0.8896990418434143,0.0017184256084316605,0.0018219246629526493,0.0033299407834521165,0.14045868280570958
1781866492.0654368,11.570312976837158,dog_in_grass,nonsocial_movie,non_social,315,1,0.38863764808820034,0.43839349334570676,0.41351557071695355,1,0,0.5729277670383452,0.864885413646698,0.13683629818192922,0.2797439190447445,3.012024302772253,0.5557110160589218,0.8901337683200836,0.0006480290877161427,0.001070396520715518,0.001955877439567019,0.14061373974087635
1781866492.099827,11.604703187942505,dog_in_grass,nonsocial_movie,non_social,316,1,0.39914786329590984,0.4382721440699032,0.41871000368290656,1,0,0.5730955243110657,0.865203320980072,0.13532339375117136,0.2798829644094449,3.1350380627875087,0.5564228594303131,0.8902070224285126,0.0007156026479796229,6.757356026348027e-05,0.002469541284927916,0.1408642510740431
1781866492.136153,11.641029119491577,dog_in_grass,nonsocial_movie,non_social,317,1,0.39441829574478654,0.4329459975731935,0.41368214665899006,1,0,0.573253083229065,0.8657953798770905,0.1355130124141411,0.2766594696457266,3.0377365004190025,0.5563184767961502,0.892290860414505,0.002086450691049223,0.0013708480430696002,0.0020258275708671353,0.14112803670914736
1781866492.1684248,11.673300981521606,dog_in_grass,nonsocial_movie,non_social,318,1,0.3672179514178977,0.35893858544408863,0.36307826843099317,1,0,0.5727367639541626,0.8671933948993683,0.1298501279030474,0.2812571181332927,2.828505763131463,0.5570685863494873,0.8904259204864502,0.0020101406113157004,7.631007973352274e-05,0.004001545263252273,0.14778211028018384
